evidence_id,source_file,page,table_index,row_index,column_index,column_name,cell_value
EV-0114,Plan de Desarrollo Municipal y Ordenamiento Territorial - Antigua Guatemala.pdf,9,1,1,1,,
EV-0114,Plan de Desarrollo Municipal y Ordenamiento Territorial - Antigua Guatemala.pdf,9,1,1,2,MUNICIPIO,MUNICIPIO
EV-0114,Plan de Desarrollo Municipal y Ordenamiento Territorial - Antigua Guatemala.pdf,9,1,1,3,,
EV-0114,Plan de Desarrollo Municipal y Ordenamiento Territorial - Antigua Guatemala.pdf,9,1,1,4,,
EV-0114,Plan de Desarrollo Municipal y Ordenamiento Territorial - Antigua Guatemala.pdf,9,1,1,5,Habitantes,Habitantes
EV-0114,Plan de Desarrollo Municipal y Ordenamiento Territorial - Antigua Guatemala.pdf,9,1,1,6,,
EV-0114,Plan de Desarrollo Municipal y Ordenamiento Territorial - Antigua Guatemala.pdf,9,1,1,7,,
EV-0114,Plan de Desarrollo Municipal y Ordenamiento Territorial - Antigua Guatemala.pdf,9,1,1,8,N.º,N.º
EV-0114,Plan de Desarrollo Municipal y Ordenamiento Territorial - Antigua Guatemala.pdf,9,1,1,9,,
EV-0114,Plan de Desarrollo Municipal y Ordenamiento Territorial - Antigua Guatemala.pdf,9,1,2,1,,
EV-0114,Plan de Desarrollo Municipal y Ordenamiento Territorial - Antigua Guatemala.pdf,9,1,2,2,MUNICIPIO,Ciudades Intermedias
EV-0114,Plan de Desarrollo Municipal y Ordenamiento Territorial - Antigua Guatemala.pdf,9,1,2,3,,
EV-0114,Plan de Desarrollo Municipal y Ordenamiento Territorial - Antigua Guatemala.pdf,9,1,2,4,,
EV-0114,Plan de Desarrollo Municipal y Ordenamiento Territorial - Antigua Guatemala.pdf,9,1,2,5,Habitantes,
EV-0114,Plan de Desarrollo Municipal y Ordenamiento Territorial - Antigua Guatemala.pdf,9,1,2,6,,
EV-0114,Plan de Desarrollo Municipal y Ordenamiento Territorial - Antigua Guatemala.pdf,9,1,2,7,,
EV-0114,Plan de Desarrollo Municipal y Ordenamiento Territorial - Antigua Guatemala.pdf,9,1,2,8,N.º,
EV-0114,Plan de Desarrollo Municipal y Ordenamiento Territorial - Antigua Guatemala.pdf,9,1,2,9,,
EV-0114,Plan de Desarrollo Municipal y Ordenamiento Territorial - Antigua Guatemala.pdf,9,2,1,1,,
EV-0114,Plan de Desarrollo Municipal y Ordenamiento Territorial - Antigua Guatemala.pdf,9,2,1,2,Ciudades menores,Ciudades menores
EV-0114,Plan de Desarrollo Municipal y Ordenamiento Territorial - Antigua Guatemala.pdf,9,2,1,3,,
EV-0114,Plan de Desarrollo Municipal y Ordenamiento Territorial - Antigua Guatemala.pdf,9,2,1,4,,
EV-0114,Plan de Desarrollo Municipal y Ordenamiento Territorial - Antigua Guatemala.pdf,9,2,1,5,,
EV-0114,Plan de Desarrollo Municipal y Ordenamiento Territorial - Antigua Guatemala.pdf,9,2,1,6,,
EV-0114,Plan de Desarrollo Municipal y Ordenamiento Territorial - Antigua Guatemala.pdf,9,2,1,7,,
EV-0114,Plan de Desarrollo Municipal y Ordenamiento Territorial - Antigua Guatemala.pdf,9,2,1,8,,
EV-0114,Plan de Desarrollo Municipal y Ordenamiento Territorial - Antigua Guatemala.pdf,9,2,1,9,,
EV-0114,Plan de Desarrollo Municipal y Ordenamiento Territorial - Antigua Guatemala.pdf,9,2,2,1,,
EV-0114,Plan de Desarrollo Municipal y Ordenamiento Territorial - Antigua Guatemala.pdf,9,2,2,2,Ciudades menores,Santiago Sacatepéquez
EV-0114,Plan de Desarrollo Municipal y Ordenamiento Territorial - Antigua Guatemala.pdf,9,2,2,3,,
EV-0114,Plan de Desarrollo Municipal y Ordenamiento Territorial - Antigua Guatemala.pdf,9,2,2,4,,
EV-0114,Plan de Desarrollo Municipal y Ordenamiento Territorial - Antigua Guatemala.pdf,9,2,2,5,,"28,613"
EV-0114,Plan de Desarrollo Municipal y Ordenamiento Territorial - Antigua Guatemala.pdf,9,2,2,6,,
EV-0114,Plan de Desarrollo Municipal y Ordenamiento Territorial - Antigua Guatemala.pdf,9,2,2,7,,
EV-0114,Plan de Desarrollo Municipal y Ordenamiento Territorial - Antigua Guatemala.pdf,9,2,2,8,,31
EV-0114,Plan de Desarrollo Municipal y Ordenamiento Territorial - Antigua Guatemala.pdf,9,2,2,9,,
EV-0114,Plan de Desarrollo Municipal y Ordenamiento Territorial - Antigua Guatemala.pdf,9,2,3,1,,
EV-0114,Plan de Desarrollo Municipal y Ordenamiento Territorial - Antigua Guatemala.pdf,9,2,3,2,Ciudades menores,Sumpango
EV-0114,Plan de Desarrollo Municipal y Ordenamiento Territorial - Antigua Guatemala.pdf,9,2,3,3,,
EV-0114,Plan de Desarrollo Municipal y Ordenamiento Territorial - Antigua Guatemala.pdf,9,2,3,4,,
EV-0114,Plan de Desarrollo Municipal y Ordenamiento Territorial - Antigua Guatemala.pdf,9,2,3,5,,"27,718"
EV-0114,Plan de Desarrollo Municipal y Ordenamiento Territorial - Antigua Guatemala.pdf,9,2,3,6,,
EV-0114,Plan de Desarrollo Municipal y Ordenamiento Territorial - Antigua Guatemala.pdf,9,2,3,7,,
EV-0114,Plan de Desarrollo Municipal y Ordenamiento Territorial - Antigua Guatemala.pdf,9,2,3,8,,32
EV-0114,Plan de Desarrollo Municipal y Ordenamiento Territorial - Antigua Guatemala.pdf,9,2,3,9,,
EV-0114,Plan de Desarrollo Municipal y Ordenamiento Territorial - Antigua Guatemala.pdf,9,2,4,1,,
EV-0114,Plan de Desarrollo Municipal y Ordenamiento Territorial - Antigua Guatemala.pdf,9,2,4,2,Ciudades menores,San Lucas Sacatepéquez
EV-0114,Plan de Desarrollo Municipal y Ordenamiento Territorial - Antigua Guatemala.pdf,9,2,4,3,,
EV-0114,Plan de Desarrollo Municipal y Ordenamiento Territorial - Antigua Guatemala.pdf,9,2,4,4,,
EV-0114,Plan de Desarrollo Municipal y Ordenamiento Territorial - Antigua Guatemala.pdf,9,2,4,5,,"21,669"
EV-0114,Plan de Desarrollo Municipal y Ordenamiento Territorial - Antigua Guatemala.pdf,9,2,4,6,,
EV-0114,Plan de Desarrollo Municipal y Ordenamiento Territorial - Antigua Guatemala.pdf,9,2,4,7,,
EV-0114,Plan de Desarrollo Municipal y Ordenamiento Territorial - Antigua Guatemala.pdf,9,2,4,8,,47
EV-0114,Plan de Desarrollo Municipal y Ordenamiento Territorial - Antigua Guatemala.pdf,9,2,4,9,,
EV-0114,Plan de Desarrollo Municipal y Ordenamiento Territorial - Antigua Guatemala.pdf,9,2,5,1,,
EV-0114,Plan de Desarrollo Municipal y Ordenamiento Territorial - Antigua Guatemala.pdf,9,2,5,2,Ciudades menores,Santa María de Jesús
EV-0114,Plan de Desarrollo Municipal y Ordenamiento Territorial - Antigua Guatemala.pdf,9,2,5,3,,
EV-0114,Plan de Desarrollo Municipal y Ordenamiento Territorial - Antigua Guatemala.pdf,9,2,5,4,,
EV-0114,Plan de Desarrollo Municipal y Ordenamiento Territorial - Antigua Guatemala.pdf,9,2,5,5,,"21,134"
EV-0114,Plan de Desarrollo Municipal y Ordenamiento Territorial - Antigua Guatemala.pdf,9,2,5,6,,
EV-0114,Plan de Desarrollo Municipal y Ordenamiento Territorial - Antigua Guatemala.pdf,9,2,5,7,,
EV-0114,Plan de Desarrollo Municipal y Ordenamiento Territorial - Antigua Guatemala.pdf,9,2,5,8,,51
EV-0114,Plan de Desarrollo Municipal y Ordenamiento Territorial - Antigua Guatemala.pdf,9,2,5,9,,
EV-0114,Plan de Desarrollo Municipal y Ordenamiento Territorial - Antigua Guatemala.pdf,9,2,6,1,,
EV-0114,Plan de Desarrollo Municipal y Ordenamiento Territorial - Antigua Guatemala.pdf,9,2,6,2,Ciudades menores,Lugares poblados mayores
EV-0114,Plan de Desarrollo Municipal y Ordenamiento Territorial - Antigua Guatemala.pdf,9,2,6,3,,
EV-0114,Plan de Desarrollo Municipal y Ordenamiento Territorial - Antigua Guatemala.pdf,9,2,6,4,,
EV-0114,Plan de Desarrollo Municipal y Ordenamiento Territorial - Antigua Guatemala.pdf,9,2,6,5,,
EV-0114,Plan de Desarrollo Municipal y Ordenamiento Territorial - Antigua Guatemala.pdf,9,2,6,6,,
EV-0114,Plan de Desarrollo Municipal y Ordenamiento Territorial - Antigua Guatemala.pdf,9,2,6,7,,
EV-0114,Plan de Desarrollo Municipal y Ordenamiento Territorial - Antigua Guatemala.pdf,9,2,6,8,,
EV-0114,Plan de Desarrollo Municipal y Ordenamiento Territorial - Antigua Guatemala.pdf,9,2,6,9,,
EV-0114,Plan de Desarrollo Municipal y Ordenamiento Territorial - Antigua Guatemala.pdf,9,3,1,1,,
EV-0114,Plan de Desarrollo Municipal y Ordenamiento Territorial - Antigua Guatemala.pdf,9,3,1,2,Santa Lucía Milpas Altas,Santa Lucía Milpas Altas
EV-0114,Plan de Desarrollo Municipal y Ordenamiento Territorial - Antigua Guatemala.pdf,9,3,1,3,,
EV-0114,Plan de Desarrollo Municipal y Ordenamiento Territorial - Antigua Guatemala.pdf,9,3,1,4,,
EV-0114,Plan de Desarrollo Municipal y Ordenamiento Territorial - Antigua Guatemala.pdf,9,3,1,5,"12,521","12,521"
EV-0114,Plan de Desarrollo Municipal y Ordenamiento Territorial - Antigua Guatemala.pdf,9,3,1,6,,
EV-0114,Plan de Desarrollo Municipal y Ordenamiento Territorial - Antigua Guatemala.pdf,9,3,1,7,,
EV-0114,Plan de Desarrollo Municipal y Ordenamiento Territorial - Antigua Guatemala.pdf,9,3,1,8,100,100
EV-0114,Plan de Desarrollo Municipal y Ordenamiento Territorial - Antigua Guatemala.pdf,9,3,1,9,,
EV-0114,Plan de Desarrollo Municipal y Ordenamiento Territorial - Antigua Guatemala.pdf,9,4,1,1,,
EV-0114,Plan de Desarrollo Municipal y Ordenamiento Territorial - Antigua Guatemala.pdf,9,4,1,2,No catalogados,No catalogados
EV-0114,Plan de Desarrollo Municipal y Ordenamiento Territorial - Antigua Guatemala.pdf,9,4,1,3,,
EV-0114,Plan de Desarrollo Municipal y Ordenamiento Territorial - Antigua Guatemala.pdf,9,4,1,4,,
EV-0114,Plan de Desarrollo Municipal y Ordenamiento Territorial - Antigua Guatemala.pdf,9,4,1,5,,
EV-0114,Plan de Desarrollo Municipal y Ordenamiento Territorial - Antigua Guatemala.pdf,9,4,1,6,,
EV-0114,Plan de Desarrollo Municipal y Ordenamiento Territorial - Antigua Guatemala.pdf,9,4,1,7,,
EV-0114,Plan de Desarrollo Municipal y Ordenamiento Territorial - Antigua Guatemala.pdf,9,4,1,8,,
EV-0114,Plan de Desarrollo Municipal y Ordenamiento Territorial - Antigua Guatemala.pdf,9,4,1,9,,
EV-0114,Plan de Desarrollo Municipal y Ordenamiento Territorial - Antigua Guatemala.pdf,9,4,2,1,,
EV-0114,Plan de Desarrollo Municipal y Ordenamiento Territorial - Antigua Guatemala.pdf,9,4,2,2,No catalogados,Magdalena Milpas Altas
EV-0114,Plan de Desarrollo Municipal y Ordenamiento Territorial - Antigua Guatemala.pdf,9,4,2,3,,
EV-0114,Plan de Desarrollo Municipal y Ordenamiento Territorial - Antigua Guatemala.pdf,9,4,2,4,,
EV-0114,Plan de Desarrollo Municipal y Ordenamiento Territorial - Antigua Guatemala.pdf,9,4,2,5,,
EV-0114,Plan de Desarrollo Municipal y Ordenamiento Territorial - Antigua Guatemala.pdf,9,4,2,6,,
EV-0114,Plan de Desarrollo Municipal y Ordenamiento Territorial - Antigua Guatemala.pdf,9,4,2,7,,
EV-0114,Plan de Desarrollo Municipal y Ordenamiento Territorial - Antigua Guatemala.pdf,9,4,2,8,,
EV-0114,Plan de Desarrollo Municipal y Ordenamiento Territorial - Antigua Guatemala.pdf,9,4,2,9,,
EV-0114,Plan de Desarrollo Municipal y Ordenamiento Territorial - Antigua Guatemala.pdf,9,4,3,1,,
EV-0114,Plan de Desarrollo Municipal y Ordenamiento Territorial - Antigua Guatemala.pdf,9,4,3,2,No catalogados,San Bartolomé Milpas Altas
EV-0114,Plan de Desarrollo Municipal y Ordenamiento Territorial - Antigua Guatemala.pdf,9,4,3,3,,
EV-0114,Plan de Desarrollo Municipal y Ordenamiento Territorial - Antigua Guatemala.pdf,9,4,3,4,,
EV-0114,Plan de Desarrollo Municipal y Ordenamiento Territorial - Antigua Guatemala.pdf,9,4,3,5,,
EV-0114,Plan de Desarrollo Municipal y Ordenamiento Territorial - Antigua Guatemala.pdf,9,4,3,6,,
EV-0114,Plan de Desarrollo Municipal y Ordenamiento Territorial - Antigua Guatemala.pdf,9,4,3,7,,
EV-0114,Plan de Desarrollo Municipal y Ordenamiento Territorial - Antigua Guatemala.pdf,9,4,3,8,,
EV-0114,Plan de Desarrollo Municipal y Ordenamiento Territorial - Antigua Guatemala.pdf,9,4,3,9,,
EV-0114,Plan de Desarrollo Municipal y Ordenamiento Territorial - Antigua Guatemala.pdf,10,1,1,1,,
EV-0114,Plan de Desarrollo Municipal y Ordenamiento Territorial - Antigua Guatemala.pdf,10,1,1,2,2015,2015
EV-0114,Plan de Desarrollo Municipal y Ordenamiento Territorial - Antigua Guatemala.pdf,10,1,1,3,,
EV-0114,Plan de Desarrollo Municipal y Ordenamiento Territorial - Antigua Guatemala.pdf,10,1,1,4,,
EV-0114,Plan de Desarrollo Municipal y Ordenamiento Territorial - Antigua Guatemala.pdf,10,1,1,5,23.689,23.689
EV-0114,Plan de Desarrollo Municipal y Ordenamiento Territorial - Antigua Guatemala.pdf,10,1,1,6,,
EV-0114,Plan de Desarrollo Municipal y Ordenamiento Territorial - Antigua Guatemala.pdf,10,1,1,7,,
EV-0114,Plan de Desarrollo Municipal y Ordenamiento Territorial - Antigua Guatemala.pdf,10,1,1,8,22.459,22.459
EV-0114,Plan de Desarrollo Municipal y Ordenamiento Territorial - Antigua Guatemala.pdf,10,1,1,9,,
EV-0114,Plan de Desarrollo Municipal y Ordenamiento Territorial - Antigua Guatemala.pdf,10,1,1,10,,
EV-0114,Plan de Desarrollo Municipal y Ordenamiento Territorial - Antigua Guatemala.pdf,10,1,1,11,46.148,46.148
EV-0114,Plan de Desarrollo Municipal y Ordenamiento Territorial - Antigua Guatemala.pdf,10,1,1,12,,
EV-0114,Plan de Desarrollo Municipal y Ordenamiento Territorial - Antigua Guatemala.pdf,10,1,1,13,,
EV-0114,Plan de Desarrollo Municipal y Ordenamiento Territorial - Antigua Guatemala.pdf,10,1,1,14,"0,52","0,52"
EV-0114,Plan de Desarrollo Municipal y Ordenamiento Territorial - Antigua Guatemala.pdf,10,1,1,15,,
EV-0114,Plan de Desarrollo Municipal y Ordenamiento Territorial - Antigua Guatemala.pdf,10,1,1,16,,
EV-0114,Plan de Desarrollo Municipal y Ordenamiento Territorial - Antigua Guatemala.pdf,10,1,1,17,592,592
EV-0114,Plan de Desarrollo Municipal y Ordenamiento Territorial - Antigua Guatemala.pdf,10,1,1,18,,
EV-0114,Plan de Desarrollo Municipal y Ordenamiento Territorial - Antigua Guatemala.pdf,10,1,1,19,,
EV-0114,Plan de Desarrollo Municipal y Ordenamiento Territorial - Antigua Guatemala.pdf,10,1,1,20,4.141,4.141
EV-0114,Plan de Desarrollo Municipal y Ordenamiento Territorial - Antigua Guatemala.pdf,10,1,1,21,,
EV-0114,Plan de Desarrollo Municipal y Ordenamiento Territorial - Antigua Guatemala.pdf,10,2,1,1,,
EV-0114,Plan de Desarrollo Municipal y Ordenamiento Territorial - Antigua Guatemala.pdf,10,2,1,2,2017,2017
EV-0114,Plan de Desarrollo Municipal y Ordenamiento Territorial - Antigua Guatemala.pdf,10,2,1,3,,
EV-0114,Plan de Desarrollo Municipal y Ordenamiento Territorial - Antigua Guatemala.pdf,10,2,1,4,,
EV-0114,Plan de Desarrollo Municipal y Ordenamiento Territorial - Antigua Guatemala.pdf,10,2,1,5,23.875,23.875
EV-0114,Plan de Desarrollo Municipal y Ordenamiento Territorial - Antigua Guatemala.pdf,10,2,1,6,,
EV-0114,Plan de Desarrollo Municipal y Ordenamiento Territorial - Antigua Guatemala.pdf,10,2,1,7,,
EV-0114,Plan de Desarrollo Municipal y Ordenamiento Territorial - Antigua Guatemala.pdf,10,2,1,8,22.660,22.660
EV-0114,Plan de Desarrollo Municipal y Ordenamiento Territorial - Antigua Guatemala.pdf,10,2,1,9,,
EV-0114,Plan de Desarrollo Municipal y Ordenamiento Territorial - Antigua Guatemala.pdf,10,2,1,10,,
EV-0114,Plan de Desarrollo Municipal y Ordenamiento Territorial - Antigua Guatemala.pdf,10,2,1,11,46.534,46.534
EV-0114,Plan de Desarrollo Municipal y Ordenamiento Territorial - Antigua Guatemala.pdf,10,2,1,12,,
EV-0114,Plan de Desarrollo Municipal y Ordenamiento Territorial - Antigua Guatemala.pdf,10,2,1,13,,
EV-0114,Plan de Desarrollo Municipal y Ordenamiento Territorial - Antigua Guatemala.pdf,10,2,1,14,"0,47","0,47"
EV-0114,Plan de Desarrollo Municipal y Ordenamiento Territorial - Antigua Guatemala.pdf,10,2,1,15,,
EV-0114,Plan de Desarrollo Municipal y Ordenamiento Territorial - Antigua Guatemala.pdf,10,2,1,16,,
EV-0114,Plan de Desarrollo Municipal y Ordenamiento Territorial - Antigua Guatemala.pdf,10,2,1,17,597,597
EV-0114,Plan de Desarrollo Municipal y Ordenamiento Territorial - Antigua Guatemala.pdf,10,2,1,18,,
EV-0114,Plan de Desarrollo Municipal y Ordenamiento Territorial - Antigua Guatemala.pdf,10,2,1,19,,
EV-0114,Plan de Desarrollo Municipal y Ordenamiento Territorial - Antigua Guatemala.pdf,10,2,1,20,4.175,4.175
EV-0114,Plan de Desarrollo Municipal y Ordenamiento Territorial - Antigua Guatemala.pdf,10,2,1,21,,
EV-0114,Plan de Desarrollo Municipal y Ordenamiento Territorial - Antigua Guatemala.pdf,10,3,1,1,,
EV-0114,Plan de Desarrollo Municipal y Ordenamiento Territorial - Antigua Guatemala.pdf,10,3,1,2,2020,2020
EV-0114,Plan de Desarrollo Municipal y Ordenamiento Territorial - Antigua Guatemala.pdf,10,3,1,3,,
EV-0114,Plan de Desarrollo Municipal y Ordenamiento Territorial - Antigua Guatemala.pdf,10,3,1,4,,
EV-0114,Plan de Desarrollo Municipal y Ordenamiento Territorial - Antigua Guatemala.pdf,10,3,1,5,24.104,24.104
EV-0114,Plan de Desarrollo Municipal y Ordenamiento Territorial - Antigua Guatemala.pdf,10,3,1,6,,
EV-0114,Plan de Desarrollo Municipal y Ordenamiento Territorial - Antigua Guatemala.pdf,10,3,1,7,,
EV-0114,Plan de Desarrollo Municipal y Ordenamiento Territorial - Antigua Guatemala.pdf,10,3,1,8,22.839,22.839
EV-0114,Plan de Desarrollo Municipal y Ordenamiento Territorial - Antigua Guatemala.pdf,10,3,1,9,,
EV-0114,Plan de Desarrollo Municipal y Ordenamiento Territorial - Antigua Guatemala.pdf,10,3,1,10,,
EV-0114,Plan de Desarrollo Municipal y Ordenamiento Territorial - Antigua Guatemala.pdf,10,3,1,11,46.943,46.943
EV-0114,Plan de Desarrollo Municipal y Ordenamiento Territorial - Antigua Guatemala.pdf,10,3,1,12,,
EV-0114,Plan de Desarrollo Municipal y Ordenamiento Territorial - Antigua Guatemala.pdf,10,3,1,13,,
EV-0114,Plan de Desarrollo Municipal y Ordenamiento Territorial - Antigua Guatemala.pdf,10,3,1,14,"0,39","0,39"
EV-0114,Plan de Desarrollo Municipal y Ordenamiento Territorial - Antigua Guatemala.pdf,10,3,1,15,,
EV-0114,Plan de Desarrollo Municipal y Ordenamiento Territorial - Antigua Guatemala.pdf,10,3,1,16,,
EV-0114,Plan de Desarrollo Municipal y Ordenamiento Territorial - Antigua Guatemala.pdf,10,3,1,17,602,602
EV-0114,Plan de Desarrollo Municipal y Ordenamiento Territorial - Antigua Guatemala.pdf,10,3,1,18,,
EV-0114,Plan de Desarrollo Municipal y Ordenamiento Territorial - Antigua Guatemala.pdf,10,3,1,19,,
EV-0114,Plan de Desarrollo Municipal y Ordenamiento Territorial - Antigua Guatemala.pdf,10,3,1,20,4.212,4.212
EV-0114,Plan de Desarrollo Municipal y Ordenamiento Territorial - Antigua Guatemala.pdf,10,3,1,21,,
EV-0114,Plan de Desarrollo Municipal y Ordenamiento Territorial - Antigua Guatemala.pdf,10,4,1,1,,
EV-0114,Plan de Desarrollo Municipal y Ordenamiento Territorial - Antigua Guatemala.pdf,10,4,1,2,2032,2032
EV-0114,Plan de Desarrollo Municipal y Ordenamiento Territorial - Antigua Guatemala.pdf,10,4,1,3,,
EV-0114,Plan de Desarrollo Municipal y Ordenamiento Territorial - Antigua Guatemala.pdf,10,4,1,4,,
EV-0114,Plan de Desarrollo Municipal y Ordenamiento Territorial - Antigua Guatemala.pdf,10,4,1,5,23.918,23.918
EV-0114,Plan de Desarrollo Municipal y Ordenamiento Territorial - Antigua Guatemala.pdf,10,4,1,6,,
EV-0114,Plan de Desarrollo Municipal y Ordenamiento Territorial - Antigua Guatemala.pdf,10,4,1,7,,
EV-0114,Plan de Desarrollo Municipal y Ordenamiento Territorial - Antigua Guatemala.pdf,10,4,1,8,22.514,22.514
EV-0114,Plan de Desarrollo Municipal y Ordenamiento Territorial - Antigua Guatemala.pdf,10,4,1,9,,
EV-0114,Plan de Desarrollo Municipal y Ordenamiento Territorial - Antigua Guatemala.pdf,10,4,1,10,,
EV-0114,Plan de Desarrollo Municipal y Ordenamiento Territorial - Antigua Guatemala.pdf,10,4,1,11,46.434,46.434
EV-0114,Plan de Desarrollo Municipal y Ordenamiento Territorial - Antigua Guatemala.pdf,10,4,1,12,,
EV-0114,Plan de Desarrollo Municipal y Ordenamiento Territorial - Antigua Guatemala.pdf,10,4,1,13,,
EV-0114,Plan de Desarrollo Municipal y Ordenamiento Territorial - Antigua Guatemala.pdf,10,4,1,14,"0,09","0,09"
EV-0114,Plan de Desarrollo Municipal y Ordenamiento Territorial - Antigua Guatemala.pdf,10,4,1,15,,
EV-0114,Plan de Desarrollo Municipal y Ordenamiento Territorial - Antigua Guatemala.pdf,10,4,1,16,,
EV-0114,Plan de Desarrollo Municipal y Ordenamiento Territorial - Antigua Guatemala.pdf,10,4,1,17,595,595
EV-0114,Plan de Desarrollo Municipal y Ordenamiento Territorial - Antigua Guatemala.pdf,10,4,1,18,,
EV-0114,Plan de Desarrollo Municipal y Ordenamiento Territorial - Antigua Guatemala.pdf,10,4,1,19,,
EV-0114,Plan de Desarrollo Municipal y Ordenamiento Territorial - Antigua Guatemala.pdf,10,4,1,20,4.166,4.166
EV-0114,Plan de Desarrollo Municipal y Ordenamiento Territorial - Antigua Guatemala.pdf,10,4,1,21,,
EV-0114,Plan de Desarrollo Municipal y Ordenamiento Territorial - Antigua Guatemala.pdf,11,1,1,1,,
EV-0114,Plan de Desarrollo Municipal y Ordenamiento Territorial - Antigua Guatemala.pdf,11,1,1,2,,
EV-0114,Plan de Desarrollo Municipal y Ordenamiento Territorial - Antigua Guatemala.pdf,11,1,1,3,RED DE AGUA POTABLE,RED DE AGUA POTABLE
EV-0114,Plan de Desarrollo Municipal y Ordenamiento Territorial - Antigua Guatemala.pdf,11,1,1,4,,
EV-0114,Plan de Desarrollo Municipal y Ordenamiento Territorial - Antigua Guatemala.pdf,11,1,1,5,,
EV-0114,Plan de Desarrollo Municipal y Ordenamiento Territorial - Antigua Guatemala.pdf,11,1,1,6,,
EV-0114,Plan de Desarrollo Municipal y Ordenamiento Territorial - Antigua Guatemala.pdf,11,1,2,1,,LOCALIDAD
EV-0114,Plan de Desarrollo Municipal y Ordenamiento Territorial - Antigua Guatemala.pdf,11,1,2,2,,
EV-0114,Plan de Desarrollo Municipal y Ordenamiento Territorial - Antigua Guatemala.pdf,11,1,2,3,RED DE AGUA POTABLE,TIPO DE
EV-0114,Plan de Desarrollo Municipal y Ordenamiento Territorial - Antigua Guatemala.pdf,11,1,2,4,,
EV-0114,Plan de Desarrollo Municipal y Ordenamiento Territorial - Antigua Guatemala.pdf,11,1,2,5,,CLORACIÓN
EV-0114,Plan de Desarrollo Municipal y Ordenamiento Territorial - Antigua Guatemala.pdf,11,1,2,6,,PROYECTOS 2018
EV-0114,Plan de Desarrollo Municipal y Ordenamiento Territorial - Antigua Guatemala.pdf,11,1,3,1,,
EV-0114,Plan de Desarrollo Municipal y Ordenamiento Territorial - Antigua Guatemala.pdf,11,1,3,2,,
EV-0114,Plan de Desarrollo Municipal y Ordenamiento Territorial - Antigua Guatemala.pdf,11,1,3,3,RED DE AGUA POTABLE,ABASTECIMIENTO
EV-0114,Plan de Desarrollo Municipal y Ordenamiento Territorial - Antigua Guatemala.pdf,11,1,3,4,,
EV-0114,Plan de Desarrollo Municipal y Ordenamiento Territorial - Antigua Guatemala.pdf,11,1,3,5,,
EV-0114,Plan de Desarrollo Municipal y Ordenamiento Territorial - Antigua Guatemala.pdf,11,1,3,6,,
EV-0114,Plan de Desarrollo Municipal y Ordenamiento Territorial - Antigua Guatemala.pdf,11,2,1,1,ACUÍFERO,ACUÍFERO
EV-0114,Plan de Desarrollo Municipal y Ordenamiento Territorial - Antigua Guatemala.pdf,11,2,1,2,,
EV-0114,Plan de Desarrollo Municipal y Ordenamiento Territorial - Antigua Guatemala.pdf,11,2,1,3,,
EV-0114,Plan de Desarrollo Municipal y Ordenamiento Territorial - Antigua Guatemala.pdf,11,2,1,4,,
EV-0114,Plan de Desarrollo Municipal y Ordenamiento Territorial - Antigua Guatemala.pdf,11,2,1,5,PRECIPITACIÓN,PRECIPITACIÓN
EV-0114,Plan de Desarrollo Municipal y Ordenamiento Territorial - Antigua Guatemala.pdf,11,2,1,6,,
EV-0114,Plan de Desarrollo Municipal y Ordenamiento Territorial - Antigua Guatemala.pdf,11,2,1,7,,
EV-0114,Plan de Desarrollo Municipal y Ordenamiento Territorial - Antigua Guatemala.pdf,11,2,1,8,EXTRACCIÓN AGUA,EXTRACCIÓN AGUA
EV-0114,Plan de Desarrollo Municipal y Ordenamiento Territorial - Antigua Guatemala.pdf,11,2,1,9,,
EV-0114,Plan de Desarrollo Municipal y Ordenamiento Territorial - Antigua Guatemala.pdf,11,2,1,10,,
EV-0114,Plan de Desarrollo Municipal y Ordenamiento Territorial - Antigua Guatemala.pdf,11,2,1,11,DISPONIBILIDAD,DISPONIBILIDAD
EV-0114,Plan de Desarrollo Municipal y Ordenamiento Territorial - Antigua Guatemala.pdf,11,2,1,12,,
EV-0114,Plan de Desarrollo Municipal y Ordenamiento Territorial - Antigua Guatemala.pdf,11,2,1,13,,
EV-0114,Plan de Desarrollo Municipal y Ordenamiento Territorial - Antigua Guatemala.pdf,11,2,1,14,POZTENCIAL DE,POZTENCIAL DE
EV-0114,Plan de Desarrollo Municipal y Ordenamiento Territorial - Antigua Guatemala.pdf,11,2,1,15,,
EV-0114,Plan de Desarrollo Municipal y Ordenamiento Territorial - Antigua Guatemala.pdf,11,2,2,1,ACUÍFERO,
EV-0114,Plan de Desarrollo Municipal y Ordenamiento Territorial - Antigua Guatemala.pdf,11,2,2,2,,
EV-0114,Plan de Desarrollo Municipal y Ordenamiento Territorial - Antigua Guatemala.pdf,11,2,2,3,,
EV-0114,Plan de Desarrollo Municipal y Ordenamiento Territorial - Antigua Guatemala.pdf,11,2,2,4,,
EV-0114,Plan de Desarrollo Municipal y Ordenamiento Territorial - Antigua Guatemala.pdf,11,2,2,5,PRECIPITACIÓN,MEDIA ANUAL (mm)
EV-0114,Plan de Desarrollo Municipal y Ordenamiento Territorial - Antigua Guatemala.pdf,11,2,2,6,,
EV-0114,Plan de Desarrollo Municipal y Ordenamiento Territorial - Antigua Guatemala.pdf,11,2,2,7,,
EV-0114,Plan de Desarrollo Municipal y Ordenamiento Territorial - Antigua Guatemala.pdf,11,2,2,8,EXTRACCIÓN AGUA,(Mm3)
